#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.00
8,1000,1.00,8.03
16,1000,1.00,16.04
32,1000,1.01,31.70
64,1000,1.15,55.86
128,1000,1.20,106.99
256,1000,1.44,178.16
512,1000,1.51,339.10
1024,1000,1.67,614.78
2048,1000,2.35,872.76
4096,1000,3.22,1271.73
8192,1000,4.62,1771.82
16384,1000,6.58,2489.20
32768,1000,8.62,3803.58
65536,640,12.40,5284.53
131072,320,18.59,7051.51
262144,160,32.31,8113.94
524288,80,54.00,9709.41
1048576,40,97.00,10809.71
2097152,20,182.44,11495.31
4194304,10,352.74,11890.49
8388608,5,691.64,12128.60
16777216,2,1381.20,12146.85
33554432,1,2756.53,12172.72
67108864,1,5507.13,12185.81
134217728,1,11027.78,12170.88
268435456,1,22077.14,12158.98
