#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,1.00,1.00
2,1000,1.01,1.99
4,1000,1.00,3.99
8,1000,1.00,8.03
16,1000,1.00,15.99
32,1000,1.02,31.30
64,1000,1.14,55.90
128,1000,1.20,106.88
256,1000,1.44,178.21
512,1000,1.51,339.46
1024,1000,1.67,614.63
2048,1000,2.33,880.02
4096,1000,3.18,1287.78
8192,1000,4.45,1839.23
16384,1000,6.23,2629.18
32768,1000,8.39,3906.43
65536,640,12.22,5362.59
131072,320,18.38,7133.06
262144,160,32.67,8025.12
524288,80,54.15,9682.25
1048576,40,96.95,10816.03
2097152,20,182.25,11507.14
4194304,10,352.47,11899.71
8388608,5,692.97,12105.21
16777216,2,1380.77,12150.60
33554432,1,2757.80,12167.10
67108864,1,5528.47,12138.78
134217728,1,11032.12,12166.09
268435456,1,22067.05,12164.54
