#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,1.00,1.00
2,1000,1.00,1.99
4,1000,1.01,3.98
8,1000,1.00,8.02
16,1000,1.01,15.79
32,1000,1.02,31.48
64,1000,1.14,55.98
128,1000,1.19,107.27
256,1000,1.44,177.85
512,1000,1.51,339.22
1024,1000,1.67,614.18
2048,1000,2.38,859.30
4096,1000,3.22,1272.92
8192,1000,4.52,1811.41
16384,1000,6.42,2553.73
32768,1000,8.51,3850.03
65536,640,12.29,5332.77
131072,320,18.51,7081.97
262144,160,32.72,8012.31
524288,80,54.13,9686.09
1048576,40,96.94,10816.79
2097152,20,182.29,11504.72
4194304,10,352.82,11888.08
8388608,5,691.65,12128.44
16777216,2,1381.29,12146.06
33554432,1,2767.76,12123.31
67108864,1,5526.71,12142.65
134217728,1,11032.91,12165.22
268435456,1,22072.63,12161.46
