#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,1.00,1.00
2,1000,1.01,1.98
4,1000,1.00,3.99
8,1000,1.00,8.04
16,1000,1.00,16.01
32,1000,1.02,31.42
64,1000,1.14,55.95
128,1000,1.20,106.67
256,1000,1.43,178.81
512,1000,1.50,340.76
1024,1000,1.67,613.45
2048,1000,2.32,881.90
4096,1000,3.19,1285.51
8192,1000,4.45,1839.51
16384,1000,6.28,2608.66
32768,1000,8.41,3898.15
65536,640,12.31,5323.12
131072,320,18.52,7076.55
262144,160,32.78,7998.22
524288,80,57.98,9042.67
1048576,40,96.97,10813.33
2097152,20,182.35,11500.74
4194304,10,352.96,11883.38
8388608,5,693.12,12102.75
16777216,2,1382.55,12134.96
33554432,1,2762.40,12146.83
67108864,1,5519.53,12158.44
134217728,1,11049.38,12147.09
268435456,1,22076.36,12159.41
