pre.send,main.matrix,remain.matrix,total.comput,total
0.00770798,0.159303,0.00770843,0.167012,0.17472
0.0076773,0.157796,0.00767784,0.165474,0.173151
0.00771332,0.157605,0.00771339,0.165318,0.173031
0.00826192,0.158368,0.00826227,0.16663,0.174892
0.00766706,0.15798,0.00766746,0.165648,0.173315
0.00822778,0.158126,0.00822816,0.166355,0.174582
0.00824314,0.157659,0.00824335,0.165902,0.174145
0.00764904,0.158437,0.00764917,0.166086,0.173736
0.00832322,0.161001,0.00832354,0.169324,0.177647
0.00826583,0.15845,0.0082662,0.166716,0.174982
