pre.send,main.matrix,remain.matrix,total.comput,total
0.00785913,0.15796,0.00785947,0.165819,0.173679
0.00770696,0.15733,0.00770726,0.165037,0.172744
0.00776205,0.159581,0.00776236,0.167344,0.175106
0.00763643,0.157493,0.00763694,0.16513,0.172767
0.00768106,0.157009,0.00768139,0.16469,0.172371
0.00770389,0.158478,0.00770426,0.166182,0.173886
0.00764278,0.158917,0.00764298,0.16656,0.174203
0.00763786,0.157753,0.00763809,0.165391,0.173029
0.00825572,0.158339,0.00825611,0.166595,0.174851
0.00835233,0.157642,0.00835273,0.165995,0.174347
