#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.42,0.00
1,1000,0.41,2.46
2,1000,0.40,5.02
4,1000,0.40,10.00
8,1000,0.41,19.56
16,1000,0.41,38.99
32,1000,0.56,57.38
64,1000,0.56,114.74
128,1000,0.90,142.79
256,1000,0.96,267.08
512,1000,1.16,439.81
1024,1000,1.35,757.09
2048,1000,2.08,983.36
4096,1000,2.98,1375.24
8192,1000,4.69,1746.75
16384,1000,7.17,2284.14
32768,1000,12.55,2611.26
65536,640,22.87,2866.00
131072,320,41.54,3155.69
262144,160,15.87,16519.97
524288,80,28.56,18359.62
1048576,40,60.45,17346.92
2097152,20,148.71,14101.85
4194304,10,293.54,14288.75
8388608,5,606.70,13826.69
16777216,2,1871.06,8966.67
33554432,1,5603.12,5988.52
67108864,1,11937.08,5621.88
134217728,1,23701.45,5662.85
268435456,1,47934.85,5600.01
