pre.send,main.matrix,remain.matrix,total.comput,total
0.00849941,0.206261,0.0118462,0.218107,0.226607
0.00817127,0.195199,0.0115509,0.20675,0.214921
0.00812353,0.192785,0.0114643,0.204249,0.212373
0.00810542,0.193412,0.0114921,0.204905,0.21301
0.0075214,0.194579,0.0109093,0.205488,0.213009
0.0076683,0.195236,0.0110355,0.206272,0.21394
0.00757445,0.192877,0.0109855,0.203862,0.211437
0.00819335,0.194791,0.0116052,0.206396,0.214589
0.0081294,0.193903,0.0114909,0.205394,0.213523
0.008192,0.19624,0.0115465,0.207786,0.215978
