#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.00
8,1000,0.99,8.09
16,1000,1.00,16.07
32,1000,1.01,31.83
64,1000,1.14,56.01
128,1000,1.19,107.46
256,1000,1.43,178.40
512,1000,1.50,340.44
1024,1000,1.67,614.53
2048,1000,2.32,882.77
4096,1000,3.17,1292.64
8192,1000,4.43,1847.76
16384,1000,6.23,2630.56
32768,1000,8.37,3914.18
65536,640,12.22,5363.87
131072,320,18.38,7131.02
262144,160,31.96,8203.10
524288,80,54.50,9620.56
1048576,40,98.17,10681.59
2097152,20,182.49,11491.96
4194304,10,352.73,11891.10
8388608,5,692.03,12121.66
16777216,2,1383.63,12125.49
33554432,1,2753.46,12186.29
67108864,1,5516.92,12164.19
134217728,1,11031.65,12166.61
268435456,1,22072.73,12161.41
