#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.01
8,1000,0.99,8.09
16,1000,0.99,16.10
32,1000,1.01,31.77
64,1000,1.15,55.87
128,1000,1.19,107.30
256,1000,2.47,103.64
512,1000,1.51,338.00
1024,1000,1.67,613.77
2048,1000,2.32,882.72
4096,1000,3.17,1291.53
8192,1000,4.46,1838.12
16384,1000,6.29,2605.61
32768,1000,8.36,3921.02
65536,640,12.27,5339.31
131072,320,18.43,7110.12
262144,160,31.92,8212.75
524288,80,54.26,9661.84
1048576,40,96.95,10816.16
2097152,20,182.30,11503.60
4194304,10,352.49,11899.10
8388608,5,692.73,12109.52
16777216,2,1381.32,12145.80
33554432,1,2758.42,12164.37
67108864,1,5523.72,12149.21
134217728,1,11035.00,12162.91
268435456,1,22072.12,12161.74
