#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,1.00,2.01
4,1000,0.99,4.04
8,1000,0.99,8.10
16,1000,0.99,16.16
32,1000,1.01,31.81
64,1000,1.15,55.86
128,1000,1.19,107.45
256,1000,1.44,177.92
512,1000,1.51,339.82
1024,1000,1.66,615.59
2048,1000,2.32,881.29
4096,1000,3.18,1287.28
8192,1000,4.45,1840.41
16384,1000,6.25,2622.35
32768,1000,8.34,3928.28
65536,640,12.27,5340.21
131072,320,18.51,7079.94
262144,160,31.97,8198.82
524288,80,54.27,9661.41
1048576,40,97.09,10800.23
2097152,20,186.02,11274.09
4194304,10,352.22,11908.25
8388608,5,695.19,12066.58
16777216,2,1382.90,12131.87
33554432,1,2758.78,12162.79
67108864,1,5531.30,12132.56
134217728,1,11030.13,12168.28
268435456,1,22072.17,12161.72
