#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.00
8,1000,0.99,8.09
16,1000,1.00,16.08
32,1000,1.01,31.75
64,1000,1.15,55.88
128,1000,1.19,107.25
256,1000,1.43,178.81
512,1000,1.51,340.15
1024,1000,1.66,616.10
2048,1000,2.33,880.65
4096,1000,3.17,1291.29
8192,1000,4.43,1847.88
16384,1000,6.23,2628.99
32768,1000,8.37,3915.00
65536,640,12.21,5366.62
131072,320,18.41,7121.05
262144,160,32.04,8180.57
524288,80,54.08,9694.65
1048576,40,96.87,10824.05
2097152,20,182.32,11502.34
4194304,10,352.82,11887.98
8388608,5,691.70,12127.47
16777216,2,1380.96,12148.96
33554432,1,2755.64,12176.65
67108864,1,5523.61,12149.45
134217728,1,11032.88,12165.25
268435456,1,22079.27,12157.80
