pre.send,main.matrix,remain.matrix,total.comput,total
0.0076345,0.174187,0.00763469,0.181822,0.189456
0.00779909,0.17631,0.00779937,0.184109,0.191908
0.00822308,0.175096,0.00822341,0.18332,0.191543
0.00823969,0.174371,0.00824015,0.182611,0.190851
0.00825109,0.174501,0.00825164,0.182753,0.191004
0.00776355,0.176215,0.00776386,0.183979,0.191743
0.00772832,0.176178,0.00772873,0.183907,0.191635
0.00765292,0.175171,0.00765321,0.182824,0.190477
0.00765333,0.174912,0.00765365,0.182566,0.190219
0.00780845,0.176265,0.00780879,0.184074,0.191883
