pre.send,main.matrix,remain.matrix,total.comput,total
0.00756504,0.173854,0.00756533,0.181419,0.188984
0.00760747,0.176028,0.00760789,0.183636,0.191244
0.00815034,0.175327,0.00815057,0.183477,0.191628
0.00820553,0.174648,0.00820588,0.182854,0.191059
0.00815562,0.174348,0.00815601,0.182504,0.19066
0.00761638,0.175429,0.00761659,0.183046,0.190662
0.0077479,0.175386,0.00774835,0.183134,0.190882
0.00771405,0.17555,0.00771433,0.183264,0.190978
0.00753853,0.173099,0.00753882,0.180638,0.188176
0.00823727,0.175107,0.00823756,0.183345,0.191582
