pre.send,main.matrix,remain.matrix,total.comput,total
0.0105809,0.242543,0.0164131,0.258956,0.269537
0.0105821,0.256772,0.0169044,0.273676,0.284258
0.0106906,0.244388,0.0165162,0.260904,0.271595
0.0106098,0.248786,0.0166019,0.265388,0.275998
0.010706,0.247922,0.0166139,0.264536,0.275242
0.010717,0.244103,0.0165228,0.260626,0.271343
0.0107402,0.244662,0.0165331,0.261195,0.271935
0.0107325,0.245775,0.0165232,0.262299,0.273031
0.0106836,0.243489,0.0165565,0.260045,0.270729
0.0107972,0.242553,0.0166432,0.259197,0.269994
