pre.send,main.matrix,remain.matrix,total.comput,total
0.00768698,0.194777,0.00768733,0.202465,0.210152
0.00759825,0.195796,0.00759863,0.203395,0.210993
0.00781734,0.203016,0.00781772,0.210834,0.218651
0.00764663,0.194386,0.00764685,0.202033,0.20968
0.00779754,0.195269,0.00779784,0.203067,0.210864
0.00765494,0.193882,0.00765535,0.201537,0.209192
0.00836769,0.196103,0.00836797,0.204471,0.212838
0.00776636,0.196901,0.00776666,0.204668,0.212434
0.00820494,0.194941,0.00820533,0.203146,0.211351
0.007784,0.1959,0.0077842,0.203684,0.211468
