numproc,exec-time,init-time
15,2.27476e-05,9.8e-08
15,1.46021e-05,1.44e-07
15,1.52904e-05,1.06e-07
15,1.45474e-05,1.49e-07
15,1.43504e-05,1.54e-07
15,1.45782e-05,1.3e-07
15,1.45316e-05,1.46e-07
15,2.29788e-05,1.39e-07
15,1.48554e-05,3.81e-07
15,1.48193e-05,1.09e-07
