pre.send,main.matrix,remain.matrix,total.comput,total
0.00836191,0.209465,0.00907161,0.218536,0.226898
0.00769816,0.209518,0.00843388,0.217952,0.22565
0.00763645,0.207947,0.00834247,0.21629,0.223926
0.00776195,0.214571,0.00847112,0.223042,0.230804
0.00765479,0.207281,0.00840873,0.21569,0.223344
0.00832345,0.210529,0.00903249,0.219561,0.227885
0.00776608,0.210084,0.00848265,0.218566,0.226332
0.00822291,0.208337,0.00892515,0.217262,0.225485
0.00769635,0.211811,0.00842424,0.220235,0.227932
0.00752696,0.209371,0.00829396,0.217665,0.225192
