1,2,3,4,5,6,7,8,9,10,11,12,13,14
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.99947345600,1.99929753400,1.88439087700,1.93988413400,Residual,46043333.2968,MLUPs,5185.36516146
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.99987806800,1.99865664100,1.88751387600,1.94335618700,Residual,7666666.66663,MLUPs,5184.31606701
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.99914374300,1.99913529400,1.88751881300,1.94384117400,Residual,1632716.04889,MLUPs,5186.22036875
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,2.00798490100,2.00601739000,1.88892432400,1.94522725300,Residual,485082.304417,MLUPs,5163.38543922
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.99794048000,1.99791755800,1.88797463200,1.94253961500,Residual,198666.838132,MLUPs,5189.34377865
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.99693998900,1.99692647300,1.88785764300,1.94170319600,Residual,102358.184543,MLUPs,5191.94370242
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.99905247000,1.99904492800,1.88825415500,1.94172829500,Residual,60926.9957236,MLUPs,5186.45716188
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.99957721700,1.99955425500,1.88785000100,1.94342636900,Residual,39783.2647956,MLUPs,5185.09608524
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.99715283100,1.99714540800,1.88867957300,1.94192385400,Residual,27685.3426636,MLUPs,5191.39038288
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.99841726800,1.99841284900,1.88794556300,1.94333011000,Residual,20187.0611684,MLUPs,5188.10569045
