pre.send,main.matrix,remain.matrix,total.comput,total
0.00773579,0.31975,0.0312324,0.350982,0.358718
0.00726943,0.32057,0.0308153,0.351385,0.358654
0.00787594,0.326026,0.031819,0.357845,0.365721
0.00779504,0.319637,0.0312632,0.3509,0.358695
0.00785838,0.324609,0.0316305,0.35624,0.364098
0.00780976,0.323703,0.0315844,0.355288,0.363098
0.00783399,0.320916,0.0313123,0.352229,0.360063
0.00790802,0.326528,0.0318019,0.35833,0.366238
0.0078003,0.320605,0.0313401,0.351945,0.359745
0.00790495,0.331547,0.031888,0.363435,0.37134
