pre.send,main.matrix,remain.matrix,total.comput,total
0.00824057,0.194916,0.00905174,0.203968,0.212208
0.00769218,0.194369,0.00851421,0.202883,0.210575
0.00780076,0.195748,0.00860512,0.204353,0.212154
0.00778583,0.195358,0.00859918,0.203958,0.211743
0.00766713,0.193587,0.00849498,0.202082,0.209749
0.0082742,0.195115,0.009085,0.2042,0.212474
0.00771619,0.195107,0.0085433,0.20365,0.211366
0.00765305,0.194011,0.00845917,0.20247,0.210123
0.00760814,0.193367,0.00842553,0.201793,0.209401
0.00763204,0.192232,0.00843474,0.200667,0.208299
