#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.49,0.00
1,1000,5.60,0.18
2,1000,5.61,0.36
4,1000,5.60,0.71
8,1000,5.58,1.43
16,1000,5.60,2.86
32,1000,5.60,5.72
64,1000,5.61,11.40
128,1000,5.68,22.52
256,1000,5.70,44.93
512,1000,5.75,88.97
1024,1000,6.31,162.16
2048,1000,6.20,330.27
4096,1000,7.09,577.34
8192,1000,7.65,1070.33
16384,1000,9.72,1684.81
32768,1000,16.06,2040.57
65536,640,29.96,2187.73
131072,320,40.20,3260.74
262144,160,55.21,4747.70
524288,80,88.61,5916.74
1048576,40,149.83,6998.37
2097152,20,264.89,7917.02
4194304,10,590.27,7105.78
8388608,5,1444.30,5808.08
16777216,2,3153.84,5319.61
33554432,1,6337.54,5294.55
67108864,1,12684.17,5290.76
134217728,1,25122.53,5342.52
268435456,1,50218.62,5345.34
