#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.36,0.00
1,1000,5.43,0.18
2,1000,5.46,0.37
4,1000,5.45,0.73
8,1000,5.43,1.47
16,1000,5.47,2.92
32,1000,5.43,5.89
64,1000,5.49,11.65
128,1000,5.53,23.14
256,1000,5.57,45.98
512,1000,5.64,90.80
1024,1000,6.28,163.01
2048,1000,6.05,338.38
4096,1000,7.10,576.62
8192,1000,7.47,1096.90
16384,1000,9.58,1710.85
32768,1000,15.71,2086.42
65536,640,29.59,2214.43
131072,320,39.66,3304.69
262144,160,54.71,4791.34
524288,80,88.05,5954.12
1048576,40,150.41,6971.47
2097152,20,291.64,7190.84
4194304,10,591.09,7095.88
8388608,5,1442.72,5814.43
16777216,2,3140.47,5342.26
33554432,1,6339.80,5292.66
67108864,1,12738.22,5268.31
134217728,1,25196.98,5326.74
268435456,1,50348.97,5331.50
