#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.51,0.00
1,1000,5.60,0.18
2,1000,5.58,0.36
4,1000,5.59,0.72
8,1000,5.61,1.43
16,1000,5.61,2.85
32,1000,5.60,5.72
64,1000,5.62,11.39
128,1000,5.66,22.60
256,1000,5.70,44.93
512,1000,5.73,89.39
1024,1000,6.31,162.37
2048,1000,6.13,334.22
4096,1000,7.06,580.09
8192,1000,7.52,1088.77
16384,1000,9.66,1696.66
32768,1000,15.79,2075.17
65536,640,29.89,2192.57
131072,320,39.81,3292.67
262144,160,55.17,4751.63
524288,80,87.60,5984.82
1048576,40,150.49,6967.57
2097152,20,293.39,7148.00
4194304,10,593.77,7063.89
8388608,5,1453.41,5771.66
16777216,2,3248.59,5164.47
33554432,1,6363.78,5272.72
67108864,1,13013.58,5156.83
134217728,1,25290.70,5307.00
268435456,1,50065.07,5361.73
