numproc,exec-time,init-time
48,0.000249222,1.85e-07
48,0.000107905,1.35e-07
48,0.000107558,1.41e-07
48,0.000146156,3.77e-07
48,0.000129368,1.52e-07
48,0.000107055,1.49e-07
48,0.000158636,1.46e-07
48,0.000188125,1.35e-07
48,0.000109921,5.6e-08
48,0.000104875,1.43e-07
