pre.send,main.matrix,remain.matrix,total.comput,total
0.00783619,0.258859,0.0318762,0.290736,0.298572
0.00790811,0.259491,0.0319406,0.291431,0.299339
0.00781247,0.257027,0.0316505,0.288677,0.29649
0.00781741,0.254372,0.0314218,0.285794,0.293611
0.00783511,0.257031,0.0315805,0.288611,0.296446
0.0077738,0.262174,0.0315887,0.293763,0.301537
0.00779748,0.255791,0.0314514,0.287243,0.29504
0.0078339,0.254556,0.0314385,0.285994,0.293828
0.00777939,0.259894,0.0332204,0.293114,0.300893
0.0077717,0.254921,0.0314187,0.286339,0.294111
