numproc,exec-time,init-time
63,0.000105319,1.03e-07
63,0.000105635,1.54e-07
63,0.000105223,1.02e-07
63,0.000105326,1.18e-07
63,0.000105221,1.33e-07
63,0.000105414,1.4e-07
63,0.00010516,1.06e-07
63,0.000105469,1.45e-07
63,0.000105036,1.65e-07
63,0.000105383,1.82e-07
