pre.send,main.matrix,remain.matrix,total.comput,total
0.0107147,0.246276,0.0142626,0.260538,0.271253
0.0107421,0.245456,0.014194,0.25965,0.270392
0.010634,0.243105,0.0140877,0.257192,0.267826
0.0107374,0.244496,0.01419,0.258686,0.269424
0.0106252,0.242474,0.0141505,0.256625,0.26725
0.0106863,0.246012,0.0142087,0.26022,0.270907
0.010697,0.244273,0.0141522,0.258425,0.269122
0.0107267,0.24506,0.0141976,0.259258,0.269984
0.0107548,0.245873,0.0142528,0.260126,0.270881
0.0106386,0.242128,0.014056,0.256184,0.266822
