pre.send,main.matrix,remain.matrix,total.comput,total
0.00822977,0.157757,0.00822996,0.165987,0.174217
0.00773459,0.157498,0.00773483,0.165232,0.172967
0.00824016,0.156219,0.00824041,0.164459,0.172699
0.00838777,0.15983,0.0083881,0.168218,0.176606
0.00768842,0.157391,0.00768868,0.16508,0.172768
0.0076455,0.157477,0.00764578,0.165123,0.172769
0.00826306,0.158203,0.00826326,0.166466,0.174729
0.00820184,0.15695,0.00820244,0.165152,0.173354
0.0082761,0.159178,0.00827667,0.167455,0.175731
0.00776454,0.158401,0.00776493,0.166166,0.17393
