numproc,exec-time,init-time
24,2.16289e-05,1.99e-07
24,2.18006e-05,3.72e-07
24,2.14509e-05,1.91e-07
24,2.14343e-05,1.21e-07
24,2.16206e-05,1.74e-07
24,2.14366e-05,1.02e-07
24,2.14457e-05,1.4e-07
24,2.14324e-05,3.98e-07
24,2.16985e-05,3.04e-07
24,2.1691e-05,1.48e-07
