numproc,exec-time,init-time
18,3.16972e-05,1.39e-07
18,3.18418e-05,1.46e-07
18,3.15343e-05,1.4e-07
18,3.16848e-05,1.32e-07
18,3.20587e-05,1.49e-07
18,3.19558e-05,1.45e-07
18,3.17415e-05,1.48e-07
18,3.18927e-05,1.4e-07
18,3.20275e-05,2.05e-07
18,3.53777e-05,1.34e-07
