pre.send,main.matrix,remain.matrix,total.comput,total
0.0106543,0.180602,0.0126005,0.193202,0.203856
0.0106547,0.180219,0.012532,0.192751,0.203406
0.0106426,0.180078,0.0126056,0.192684,0.203326
0.0107313,0.183047,0.0126859,0.195733,0.206465
0.0106708,0.181263,0.012636,0.193899,0.20457
0.010625,0.181495,0.0125988,0.194093,0.204718
0.0106336,0.179664,0.0125598,0.192224,0.202858
0.0107143,0.18099,0.0126703,0.19366,0.204374
0.0107415,0.182073,0.0127186,0.194792,0.205533
0.010711,0.181953,0.0125954,0.194548,0.205259
