numproc,exec-time,init-time
15,1.99276e-05,5.9e-08
15,1.95015e-05,1.72e-07
15,2.0288e-05,1.66e-07
15,1.93073e-05,1.53e-07
15,1.93534e-05,1.47e-07
15,1.94532e-05,1.34e-07
15,1.94129e-05,1.28e-07
15,2.07891e-05,1.18e-07
15,1.92932e-05,1.2e-07
15,1.95158e-05,1.1e-07
