pre.send,main.matrix,remain.matrix,total.comput,total
0.00765544,0.199083,0.00765566,0.206738,0.214394
0.00768801,0.200095,0.00768831,0.207783,0.215471
0.00770386,0.20118,0.00770437,0.208884,0.216588
0.00765089,0.199695,0.00765119,0.207346,0.214997
0.00824597,0.200988,0.00824626,0.209235,0.217481
0.00764454,0.199606,0.00764484,0.207251,0.214896
0.00771184,0.200378,0.00771211,0.208091,0.215802
0.00822023,0.200857,0.00822049,0.209077,0.217298
0.00771704,0.199224,0.00771739,0.206942,0.214659
0.00827819,0.19989,0.00827882,0.208169,0.216447
