pre.send,main.matrix,remain.matrix,total.comput,total
0.00767611,0.158315,0.0076764,0.165992,0.173668
0.00827315,0.159102,0.00827348,0.167375,0.175648
0.00772258,0.157976,0.00772288,0.165698,0.173421
0.00761628,0.157742,0.00761648,0.165358,0.172975
0.00766276,0.157215,0.00766305,0.164878,0.172541
0.00767959,0.157781,0.00767988,0.165461,0.173141
0.00818093,0.15724,0.00818122,0.165421,0.173602
0.00768047,0.158494,0.00768078,0.166174,0.173855
0.00774337,0.158932,0.00774365,0.166676,0.174419
0.00832151,0.158072,0.00832194,0.166394,0.174715
