pre.send,main.matrix,remain.matrix,total.comput,total
0.00819166,0.221272,0.0247929,0.246065,0.254257
0.00757672,0.22267,0.0242321,0.246902,0.254479
0.0082013,0.223994,0.0249965,0.24899,0.257191
0.00767472,0.223672,0.0244687,0.248141,0.255816
0.00756696,0.221417,0.0238423,0.24526,0.252827
0.00763295,0.223762,0.0243995,0.248162,0.255795
0.00762624,0.223742,0.024376,0.248118,0.255744
0.00813183,0.221374,0.0247166,0.24609,0.254222
0.00755598,0.22209,0.0243302,0.24642,0.253976
0.007595,0.223642,0.0244266,0.248069,0.255664
