pre.send,main.matrix,remain.matrix,total.comput,total
0.00775399,0.256439,0.0283874,0.284826,0.29258
0.00777114,0.255263,0.0283425,0.283606,0.291377
0.00774594,0.254101,0.0282577,0.282358,0.290104
0.00725703,0.258224,0.0281011,0.286326,0.293583
0.00782914,0.257743,0.0286776,0.28642,0.294249
0.00777563,0.255461,0.0284373,0.283899,0.291674
0.00735513,0.258844,0.0282245,0.287069,0.294424
0.00779587,0.2571,0.02851,0.28561,0.293406
0.00781634,0.261431,0.0286168,0.290048,0.297864
0.00790524,0.257762,0.028824,0.286586,0.294491
