pre.send,main.matrix,remain.matrix,total.comput,total
0.00808911,0.155712,0.0110697,0.166782,0.174871
0.00813224,0.164256,0.0111796,0.175436,0.183568
0.00767924,0.158132,0.0106988,0.168831,0.17651
0.00823819,0.157328,0.0112278,0.168556,0.176794
0.00770173,0.156898,0.0107232,0.167621,0.175323
0.00762962,0.156605,0.0107026,0.167307,0.174937
0.00768479,0.15666,0.0107275,0.167388,0.175073
0.00817991,0.156656,0.0111736,0.16783,0.17601
0.00755477,0.156273,0.0105463,0.166819,0.174374
0.00814204,0.15818,0.0111739,0.169354,0.177496
