TEST_time,TEST_points
96.43,16777215
NDIM,NUMPOINTS,threads,OMP.TIME,depth,leaf_task
4,2147483647,32,429.512,15,32768
4,2147483647,32,429.588,13,8192
4,2147483647,32,425.303,8,256
