TEST_time,TEST_points
119.025,16777215
NDIM,NUMPOINTS,threads,OMP.TIME,depth,leaf_task
5,2147483647,32,480.487,11,2048
5,2147483647,32,482.013,12,4096
5,2147483647,32,477.143,8,256
