TEST_time,TEST_points
184.78,16777215
NDIM,NUMPOINTS,threads,OMP.TIME,depth,leaf_task
5,2147483647,4,1516.63,15,32768
5,2147483647,4,1512.78,6,64
5,2147483647,4,1576.74,12,4096
