numproc,exec-time,init-time
8,1.07777e-05,1.49e-07
8,1.07634e-05,1.48e-07
8,1.07775e-05,2.09e-07
8,1.07948e-05,1.4e-07
8,1.0802e-05,1.08e-07
8,1.07898e-05,5.9e-08
8,1.08167e-05,9.8e-08
8,1.07618e-05,1.53e-07
8,1.08099e-05,1.28e-07
8,1.07779e-05,3.05e-07
