pre.send,main.matrix,remain.matrix,total.comput,total
0.00805915,0.259513,0.0123558,0.271868,0.279927
0.00812002,0.260545,0.0124638,0.273009,0.281129
0.00860656,0.258534,0.0129913,0.271525,0.280132
0.00751687,0.25921,0.0119158,0.271126,0.278643
0.00809916,0.262803,0.0124047,0.275208,0.283307
0.00802614,0.257296,0.0123324,0.269629,0.277655
0.0074966,0.257548,0.0118177,0.269366,0.276862
0.00751764,0.259182,0.0118953,0.271077,0.278595
0.00757602,0.262908,0.0119454,0.274853,0.282429
0.00758759,0.264843,0.0119169,0.27676,0.284347
