numproc,exec-time,init-time
I,am,process,33,and,i,have,received,92,messages.My,final,messages,have,tag,330,and,left-value,-4186,right-value,4186
92,0.000199376,1.1e-07
92,0.000204156,1.1e-07
I,am,process,89,and,i,have,received,92,messages.My,final,messages,have,tag,890,and,left-value,-4186,right-value,4186
I,am,process,89,and,i,have,received,92,messages.My,final,messages,have,tag,890,and,left-value,-4186,right-value,4186
92,0.000194989,1.44e-07
I,am,process,26,and,i,have,received,92,messages.My,final,messages,have,tag,260,and,left-value,-4186,right-value,4186
I,am,process,17,and,i,have,received,92,messages.My,final,messages,have,tag,170,and,left-value,-4186,right-value,4186
92,0.000192531,1.37e-07
I,am,process,11,and,i,have,received,92,messages.My,final,messages,have,tag,110,and,left-value,-4186,right-value,4186
