pre.send,main.matrix,remain.matrix,total.comput,total
0.00794665,0.191525,0.0148823,0.206408,0.214354
0.00783154,0.189259,0.0147198,0.203979,0.211811
0.00735265,0.191515,0.0142663,0.205782,0.213134
0.00792234,0.190154,0.0149828,0.205137,0.21306
0.00725025,0.189074,0.0140976,0.203171,0.210422
0.00794837,0.191675,0.0150566,0.206732,0.21468
0.0078073,0.189321,0.0146433,0.203964,0.211772
0.00734474,0.191115,0.0142478,0.205363,0.212708
0.00725623,0.190066,0.0140882,0.204154,0.21141
0.00775831,0.189032,0.0146548,0.203686,0.211445
