pre.send,main.matrix,remain.matrix,total.comput,total
0.00734413,0.280747,0.0291142,0.309861,0.317205
0.0078126,0.279542,0.0294467,0.308989,0.316801
0.00784583,0.290403,0.0295885,0.319992,0.327838
0.00732984,0.280222,0.0290747,0.309297,0.316626
0.00733398,0.28141,0.0290809,0.310491,0.317825
0.00787448,0.280906,0.0295995,0.310506,0.31838
0.00787874,0.280395,0.0295919,0.309987,0.317865
0.00779025,0.284375,0.0293806,0.313756,0.321546
0.00793722,0.280792,0.0296407,0.310433,0.31837
0.00723517,0.276277,0.0287388,0.305015,0.312251
